Data NuEer,bidder,house,date,lot,profit,Net  Payment,rank,realisation in final auAtion,bid,EstDated MinDum,EstDated MaxDum,Aatalog PriAe,Aatalog Du10y,EstDate Min,EstDate Max,Grade Min ,Grade Max,No Grade,ExAlusively US,No Value
2135,5,C,35508,950,0,0,4,350,220,200,300,0,0,200,300,3,2,0,0,0
2136,5,C,35508,952,0,0,1,60,60,0,0,132.5,1,132.5,132.5,1,1,0,0,0
2137,9,C,35508,96,0,0,1,325,400,0,0,850,1,850,850,3,3,0,1,0
2138,3,C,35508,96,0,0,2,325,180,0,0,850,1,850,850,3,3,0,1,0
2139,5,C,35508,963,0,0,1,325,160,0,0,960,1,960,960,2,2,0,0,0
2140,5,C,35508,964,0,0,1,160,90,0,0,200,1,200,200,2,2,0,0,0
2141,3,C,35508,965,0,0,1,1700,2400,500,600,0,0,500,600,3,2,0,0,0
2142,6,C,35508,965,0,0,2,1700,1300,500,600,0,0,500,600,3,2,0,0,0
2143,5,C,35508,965,0,0,3,1700,900,500,600,0,0,500,600,3,2,0,0,0
2144,4,C,35508,965,0,0,4,1700,790,500,600,0,0,500,600,3,2,0,0,0
2145,7,C,35508,965,0,0,5,1700,750,500,600,0,0,500,600,3,2,0,0,0
2146,1,C,35508,965,0,0,6,1700,550,500,600,0,0,500,600,3,2,0,0,0
2147,2,C,35508,965,0,0,7,1700,550,500,600,0,0,500,600,3,2,0,0,0
2148,5,C,35508,966,0,0,1,650,700,600,800,0,0,600,800,3,2,0,0,0
2149,6,C,35508,966,0,0,2,650,650,600,800,0,0,600,800,3,2,0,0,0
2150,7,C,35508,966,0,0,3,650,650,600,800,0,0,600,800,3,2,0,0,0
2151,3,C,35508,966,0,0,4,650,620,600,800,0,0,600,800,3,2,0,0,0
2152,1,C,35508,966,0,0,5,650,550,600,800,0,0,600,800,3,2,0,0,0
2153,4,C,35508,966,0,0,6,650,440,600,800,0,0,600,800,3,2,0,0,0
2154,3,C,35508,967,0,0,1,230,230,200,300,0,0,200,300,2,2,0,0,0
2155,2,C,35508,967,0,0,2,230,150,200,300,0,0,200,300,2,2,0,0,0
2156,1,C,35508,967,0,0,3,230,130,200,300,0,0,200,300,2,2,0,0,0
2157,6,C,35508,972,0,0,1,600,600,300,500,0,0,300,500,3,3,0,0,0
2158,4,C,35508,972,0,0,2,600,490,300,500,0,0,300,500,3,3,0,0,0
2159,1,C,35508,973,10,-10,1,230,250,250,350,0,0,250,350,6,2,0,0,0
2160,4,C,35508,973,10,10,2,230,250,250,350,0,0,250,350,6,2,0,0,0
2161,5,C,35508,973,0,0,3,230,230,250,350,0,0,250,350,6,2,0,0,0
2162,3,C,35508,974,0,0,1,325,110,0,0,0,1,0,0,3,3,0,0,1
2163,5,C,35508,975,22.5,-22.5,1,375,450,300,500,0,0,300,500,6,2,0,0,0
2164,7,C,35508,975,22.5,22.5,2,375,420,300,500,0,0,300,500,6,2,0,0,0
2165,3,C,35508,975,0,0,3,375,320,300,500,0,0,300,500,6,2,0,0,0
2166,1,C,35508,975,0,0,4,375,300,300,500,0,0,300,500,6,2,0,0,0
2167,4,C,35508,975,0,0,5,375,300,300,500,0,0,300,500,6,2,0,0,0
2168,1,C,35508,976,0,0,1,325,350,200,300,0,0,200,300,6,6,0,0,0
2169,5,C,35508,976,0,0,2,325,230,200,300,0,0,200,300,6,6,0,0,0
2170,7,C,35508,979,237.5,-237.5,1,675,1600,600,800,0,0,600,800,3,2,0,0,0
2171,4,C,35508,979,121.25,121.25,2,675,1150,600,800,0,0,600,800,3,2,0,0,0
2172,5,C,35508,979,46.25,46.25,3,675,1000,600,800,0,0,600,800,3,2,0,0,0
2173,1,C,35508,979,46.25,46.25,4,675,1000,600,800,0,0,600,800,3,2,0,0,0
2174,3,C,35508,979,21.25,21.25,5,675,850,600,800,0,0,600,800,3,2,0,0,0
2175,2,C,35508,979,2.5,2.5,6,675,700,600,800,0,0,600,800,3,2,0,0,0
2176,5,C,35508,980,0,0,1,375,350,200,400,0,0,200,400,3,2,0,0,0
2177,7,C,35508,981,0,0,1,280,350,0,0,1168,1,1168,1168,3,2,0,0,0
2178,6,C,35508,981,0,0,2,280,275,0,0,1168,1,1168,1168,3,2,0,0,0
2179,1,C,35508,981,0,0,3,280,260,0,0,1168,1,1168,1168,3,2,0,0,0
2180,3,C,35508,981,0,0,4,280,230,0,0,1168,1,1168,1168,3,2,0,0,0
2181,3,C,35508,993,175,-175,1,230,850,250,350,0,0,250,350,3,2,0,0,0
2182,4,C,35508,993,142.5,142.5,2,230,580,250,350,0,0,250,350,3,2,0,0,0
2183,5,C,35508,993,27.5,27.5,3,230,350,250,350,0,0,250,350,3,2,0,0,0
2184,1,C,35508,993,5,5,4,230,260,250,350,0,0,250,350,3,2,0,0,0
2185,2,C,35508,993,0,0,5,230,200,250,350,0,0,250,350,3,2,0,0,0
2186,8,C,35508,997,0,0,1,375,150,200,300,0,0,200,300,6,2,0,0,0
2187,4,C,35508,999,100,-100,1,325,580,300,500,0,0,300,500,3,2,0,0,0
2188,5,C,35508,999,93.75,93.75,2,325,525,300,500,0,0,300,500,3,2,0,0,0
2189,7,C,35508,999,6.25,6.25,3,325,350,300,500,0,0,300,500,3,2,0,0,0
2190,1,C,35508,999,0,0,4,325,325,300,500,0,0,300,500,3,2,0,0,0
2191,2,C,35508,999,0,0,5,325,225,300,500,0,0,300,500,3,2,0,0,0
2192,1,D,35412,1000,0,0,1,200,180,0,0,1800,1,1800,1800,4,3,0,0,0
2193,1,D,35412,1001,0,0,1,1500,1350,1500,2000,0,0,1500,2000,3,2,0,0,0
2194,2,D,35412,1001,0,0,2,1500,1000,1500,2000,0,0,1500,2000,3,2,0,0,0
2195,1,D,35412,1002,0,0,1,300,190,0,0,2250,1,2250,2250,2,2,0,0,0
2196,1,D,35412,1003,0,0,1,550,220,0,0,2750,1,2750,2750,2,2,0,0,0
2197,1,D,35412,1004,0,0,1,150,250,0,0,770,1,770,770,3,2,0,0,0
2198,1,D,35412,1005,0,0,1,350,220,0,0,1250,1,1250,1250,2,2,0,0,0
2199,1,D,35412,1006,0,0,1,325,290,0,0,1250,1,1250,1250,2,2,0,0,0
2200,1,D,35412,1007,0,0,1,1250,500,0,0,5000,1,5000,5000,2,2,0,0,0
2201,1,D,35412,1008,0,0,1,260,110,0,0,475,1,475,475,2,2,0,0,0
2202,1,D,35412,1009,0,0,1,240,130,0,0,350,1,350,350,1,1,0,0,0
2203,1,D,35412,1010,0,0,1,425,420,0,0,900,1,900,900,2,2,0,0,0
2204,1,D,35412,1011,0,0,1,150,170,0,0,450,1,450,450,1,1,0,0,0
2205,1,D,35412,1012,0,0,1,220,190,0,0,500,1,500,500,2,2,0,0,0
2206,1,D,35412,1013,0,0,1,150,140,0,0,652.5,1,652.5,652.5,2,2,0,0,0
2207,1,D,35412,1014,0,0,1,450,440,0,0,1500,1,1500,1500,3,3,0,0,0
2208,1,D,35412,1015,0,0,1,300,170,0,0,650,1,650,650,2,2,0,0,0
2209,1,D,35412,1016,0,0,1,140,130,0,0,1000,1,1000,1000,2,2,0,0,0
2210,1,D,35412,1017,0,0,1,110,70,0,0,325,1,325,325,2,2,0,0,0
2211,5,D,35412,1021,0,0,1,350,375,0,0,477.5,1,477.5,477.5,2,1,0,0,0
2212,1,D,35412,1021,0,0,2,350,300,0,0,477.5,1,477.5,477.5,2,1,0,0,0
2213,5,D,35412,1022,0,0,1,260,320,0,0,486.5,1,486.5,486.5,1,1,0,0,0
2214,1,D,35412,1022,0,0,2,260,240,0,0,486.5,1,486.5,486.5,1,1,0,0,0
2215,5,D,35412,1023,0,0,1,350,450,0,0,900,1,900,900,2,2,0,0,0
2216,1,D,35412,1023,0,0,2,350,220,0,0,900,1,900,900,2,2,0,0,0
2217,5,D,35412,1024,0,0,1,800,1050,0,0,1790,1,1790,1790,1,1,0,0,0
2218,1,D,35412,1024,0,0,2,800,700,0,0,1790,1,1790,1790,1,1,0,0,0
2219,5,D,35412,1025,0,0,1,150,200,0,0,219,1,219,219,1,1,0,0,0
2220,1,D,35412,1025,0,0,2,150,110,0,0,219,1,219,219,1,1,0,0,0
2221,5,D,35412,1026,0,0,1,240,325,0,0,411.5,1,411.5,411.5,1,1,0,0,0
2222,1,D,35412,1026,0,0,2,240,210,0,0,411.5,1,411.5,411.5,1,1,0,0,0
2223,1,D,35412,1068,0,0,1,220,160,0,0,400,1,400,400,2,2,0,0,0
2224,1,D,35412,1069,0,0,1,290,210,0,0,569.5,1,569.5,569.5,3,2,0,0,0
2225,1,D,35412,1071,0,0,1,350,140,0,0,400,1,400,400,2,2,0,0,0
2226,1,D,35412,1072,0,0,1,120,110,0,0,350,1,350,350,3,3,0,0,0
2227,1,D,35412,1073,0,0,1,475,230,0,0,850,1,850,850,3,3,0,0,0
2228,1,D,35412,1078,0,0,1,120,110,0,0,597.25,1,597.25,597.25,3,2,0,0,0
2229,1,D,35412,1079,0,0,1,140,110,0,0,597.25,1,597.25,597.25,3,2,0,0,0
2230,1,D,35412,1080,0,0,1,525,525,0,0,1681,1,1681,1681,3,2,0,0,0
2231,1,D,35412,1081,0,0,1,525,320,0,0,2025.566,1,2025.566,2025.566,1,1,0,0,0
2232,1,D,35412,1082,0,0,1,130,100,0,0,489,1,489,489,3,2,0,0,0
2233,1,D,35412,1083,0,0,1,80,70,0,0,419,1,419,419,3,2,0,0,0
2234,1,D,35412,1084,0,0,1,400,350,0,0,1992.36,1,1992.36,1992.36,3,3,0,0,0
2235,1,D,35412,1085,0,0,1,425,340,0,0,1060,1,1060,1060,3,3,0,0,0
2236,1,D,35412,1086,0,0,1,375,220,0,0,400,1,400,400,1,1,0,0,0
2237,1,D,35412,1087,0,0,1,300,160,0,0,500,1,500,500,2,2,0,0,0
2238,1,D,35412,1088,0,0,1,2200,2200,2000,3000,0,0,2000,3000,3,2,0,0,0
2239,2,D,35412,1088,0,0,2,2200,1600,2000,3000,0,0,2000,3000,3,2,0,0,0
2240,1,D,35412,1089,0,0,1,250,90,0,0,550,1,550,550,2,2,0,0,0
2241,1,D,35412,1090,0,0,1,120,70,0,0,830.15,1,830.15,830.15,3,3,0,0,0
2242,1,D,35412,1091,0,0,1,325,130,0,0,1500,1,1500,1500,3,3,0,0,0
2243,1,D,35412,1092,0,0,1,550,420,0,0,1600,1,1600,1600,3,3,0,0,0
2244,1,D,35412,1094,0,0,1,525,100,150,200,0,0,150,200,2,2,0,0,0
2245,1,D,35412,1098,0,0,1,400,380,0,0,3881.485315,1,3881.485315,3881.485315,0,0,1,0,0
2246,1,D,35412,1099,0,0,1,425,440,500,750,0,0,500,750,2,2,0,0,0
2247,1,D,35412,1101,0,0,1,1450,550,0,0,2600,1,2600,2600,2,2,0,0,0
2248,1,D,35412,1105,0,0,1,300,250,0,0,1250,1,1250,1250,3,3,0,0,0
2249,1,D,35412,1106,0,0,1,1350,600,0,0,3250,1,3250,3250,3,3,0,0,0
2250,1,D,35412,1107,0,0,1,350,180,0,0,1250,1,1250,1250,3,3,0,0,0
2251,1,D,35412,1108,0,0,1,375,180,0,0,1245.225,1,1245.225,1245.225,1,1,0,0,0
2252,1,D,35412,1109,0,0,1,625,600,0,0,1350,1,1350,1350,2,2,0,0,0
2253,1,D,35412,1110,0,0,1,425,300,0,0,1000,1,1000,1000,2,2,0,0,0
2254,1,D,35412,1111,0,0,1,450,450,0,0,1200,1,1200,1200,2,2,0,0,0
2255,1,D,35412,1112,0,0,1,800,750,0,0,2000,1,2000,2000,3,3,0,0,0
2256,1,D,35412,1113,0,0,1,575,1400,500,750,0,0,500,750,3,2,0,0,0
2257,1,D,35412,1114,0,0,1,325,300,300,400,0,0,300,400,2,2,0,0,0
2258,1,D,35412,1118,0,0,1,9000,10000,7500,10000,0,0,7500,10000,0,0,1,0,0
2259,6,D,35412,1122,50,-50,1,1600,2200,1000,1500,0,0,1000,1500,3,3,0,0,0
2260,4,D,35412,1122,50,50,2,1600,1700,1000,1500,0,0,1000,1500,3,3,0,0,0
2261,1,D,35412,1122,0,0,3,1600,1600,1000,1500,0,0,1000,1500,3,3,0,0,0
2262,5,D,35412,1122,0,0,4,1600,900,1000,1500,0,0,1000,1500,3,3,0,0,0
2263,6,D,35412,1123,0,0,1,2600,2500,1000,1500,0,0,1000,1500,3,3,0,0,0
2264,4,D,35412,1123,0,0,2,2600,2500,1000,1500,0,0,1000,1500,3,3,0,0,0
2265,1,D,35412,1123,0,0,3,2600,1600,1000,1500,0,0,1000,1500,3,3,0,0,0
2266,5,D,35412,1123,0,0,4,2600,1300,1000,1500,0,0,1000,1500,3,3,0,0,0
2267,2,D,35412,1123,0,0,5,2600,1000,1000,1500,0,0,1000,1500,3,3,0,0,0
2268,2,D,35412,1124,0,0,1,900,550,750,1000,0,0,750,1000,2,2,0,0,0
2269,1,D,35412,1124,0,0,2,900,500,750,1000,0,0,750,1000,2,2,0,0,0
2270,6,D,35412,1125,0,0,1,1300,2000,1000,1500,0,0,1000,1500,3,2,0,0,0
2271,1,D,35412,1125,0,0,2,1300,1200,1000,1500,0,0,1000,1500,3,2,0,0,0
2272,2,D,35412,1125,0,0,3,1300,900,1000,1500,0,0,1000,1500,3,2,0,0,0
2273,1,D,35412,1126,0,0,1,200,200,150,200,0,0,150,200,3,2,0,0,0
2274,2,D,35412,1127,0,0,1,700,900,400,500,0,0,400,500,3,2,0,0,0
2275,1,D,35412,1127,0,0,2,700,650,400,500,0,0,400,500,3,2,0,0,0
2276,1,D,35412,1129,0,0,1,2100,2100,2000,3000,0,0,2000,3000,3,2,0,0,0
2277,2,D,35412,1129,0,0,2,2100,1600,2000,3000,0,0,2000,3000,3,2,0,0,0
2278,4,D,35412,1130,0,0,1,700,1000,500,750,0,0,500,750,3,2,0,0,0
2279,2,D,35412,1130,0,0,2,700,550,500,750,0,0,500,750,3,2,0,0,0
2280,1,D,35412,1130,0,0,3,700,470,500,750,0,0,500,750,3,2,0,0,0
2281,1,D,35412,1131,0,0,1,525,360,400,500,0,0,400,500,2,2,0,0,0
2282,1,D,35412,1132,0,0,1,300,200,200,300,0,0,200,300,3,2,0,0,0
2283,6,D,35412,1133,0,0,1,300,300,150,200,0,0,150,200,3,2,0,0,0
2284,1,D,35412,1133,0,0,2,300,200,150,200,0,0,150,200,3,2,0,0,0
2285,4,D,35412,1133,0,0,3,300,190,150,200,0,0,150,200,3,2,0,0,0
2286,2,D,35412,1134,0,0,1,1050,1150,1000,1500,0,0,1000,1500,3,2,0,0,0
2287,4,D,35412,1134,0,0,2,1050,1050,1000,1500,0,0,1000,1500,3,2,0,0,0
2288,1,D,35412,1135,0,0,1,2300,2200,2000,3000,0,0,2000,3000,3,2,0,0,0
2289,4,D,35412,1135,0,0,2,2300,1900,2000,3000,0,0,2000,3000,3,2,0,0,0
2290,2,D,35412,1135,0,0,3,2300,1450,2000,3000,0,0,2000,3000,3,2,0,0,0
2291,6,D,35412,1136,0,0,1,1400,1100,750,1000,0,0,750,1000,3,2,0,0,0
2292,1,D,35412,1136,0,0,2,1400,900,750,1000,0,0,750,1000,3,2,0,0,0
2293,4,D,35412,1136,0,0,3,1400,650,750,1000,0,0,750,1000,3,2,0,0,0
2294,2,D,35412,1136,0,0,4,1400,550,750,1000,0,0,750,1000,3,2,0,0,0
2295,4,D,35412,1137,0,0,1,600,475,500,750,0,0,500,750,0,0,1,0,0
2296,2,D,35412,1137,0,0,2,600,450,500,750,0,0,500,750,0,0,1,0,0
2297,6,D,35412,1138,0,0,1,7250,11500,7500,10000,0,0,7500,10000,6,3,0,0,0
2298,1,D,35412,1138,0,0,2,7250,7000,7500,10000,0,0,7500,10000,6,3,0,0,0
2299,4,D,35412,1138,0,0,3,7250,6000,7500,10000,0,0,7500,10000,6,3,0,0,0
2300,6,D,35412,1139,0,0,1,3000,3000,1500,2000,0,0,1500,2000,3,2,0,0,0
2301,4,D,35412,1139,0,0,2,3000,1550,1500,2000,0,0,1500,2000,3,2,0,0,0
2302,1,D,35412,1139,0,0,3,3000,1300,1500,2000,0,0,1500,2000,3,2,0,0,0
2303,1,D,35412,1140,0,0,1,375,150,200,300,0,0,200,300,2,2,0,0,0
2304,1,D,35412,1141,0,0,1,325,350,300,400,0,0,300,400,3,2,0,0,0
2305,2,D,35412,1141,0,0,2,325,225,300,400,0,0,300,400,3,2,0,0,0
2306,6,D,35412,1142,125,-125,1,1250,1750,1000,1500,0,0,1000,1500,3,2,0,0,0
2307,1,D,35412,1142,125,125,2,1250,1500,1000,1500,0,0,1000,1500,3,2,0,0,0
2308,2,D,35412,1142,0,0,3,1250,900,1000,1500,0,0,1000,1500,3,2,0,0,0
2309,1,D,35412,1144,12.5,-12.5,1,675,700,500,750,0,0,500,750,3,2,0,0,0
2310,6,D,35412,1144,12.5,12.5,2,675,700,500,750,0,0,500,750,3,2,0,0,0
2311,2,D,35412,1144,0,0,3,675,550,500,750,0,0,500,750,3,2,0,0,0
2312,5,D,35412,1144,0,0,4,675,550,500,750,0,0,500,750,3,2,0,0,0
2313,6,D,35412,1145,0,0,1,1700,3500,300,400,0,0,300,400,3,2,0,0,0
2314,1,D,35412,1147,0,0,1,1000,1000,500,750,0,0,500,750,3,2,0,0,0
2315,6,D,35412,1147,0,0,2,1000,850,500,750,0,0,500,750,3,2,0,0,0
2316,1,D,35412,1148,0,0,1,3000,3000,4000,5000,0,0,4000,5000,3,2,0,0,0
2317,6,D,35412,1149,95,-95,1,260,450,300,400,0,0,300,400,3,2,0,0,0
2318,5,D,35412,1149,80,80,2,260,450,300,400,0,0,300,400,3,2,0,0,0
2319,1,D,35412,1149,15,15,3,260,320,300,400,0,0,300,400,3,2,0,0,0
2320,6,D,35412,1150,0,0,1,1350,1350,750,1000,0,0,750,1000,3,2,0,0,0
2321,4,D,35412,1150,0,0,2,1350,1200,750,1000,0,0,750,1000,3,2,0,0,0
2322,5,D,35412,1150,0,0,3,1350,1000,750,1000,0,0,750,1000,3,2,0,0,0
2323,1,D,35412,1150,0,0,4,1350,650,750,1000,0,0,750,1000,3,2,0,0,0
2324,6,D,35412,1151,500,-500,1,9000,10800,7500,10000,0,0,7500,10000,6,6,0,0,0
2325,5,D,35412,1151,500,500,2,9000,10000,7500,10000,0,0,7500,10000,6,6,0,0,0
2326,4,D,35412,1151,0,0,3,9000,8400,7500,10000,0,0,7500,10000,6,6,0,0,0
2327,1,D,35412,1151,0,0,4,9000,7000,7500,10000,0,0,7500,10000,6,6,0,0,0
2328,6,D,35412,1153,125,-125,1,5750,10000,4000,5000,0,0,4000,5000,3,2,0,0,0
2329,1,D,35412,1153,125,125,2,5750,6000,4000,5000,0,0,4000,5000,3,2,0,0,0
2330,2,D,35412,1153,0,0,3,5750,3200,4000,5000,0,0,4000,5000,3,2,0,0,0
2331,6,D,35412,1154,0,0,1,3000,7000,2000,3000,0,0,2000,3000,3,2,0,0,0
2332,1,D,35412,1154,0,0,2,3000,2900,2000,3000,0,0,2000,3000,3,2,0,0,0
2333,2,D,35412,1155,0,0,1,1900,1800,1500,2000,0,0,1500,2000,3,2,0,0,0
2334,1,D,35412,1155,0,0,2,1900,1500,1500,2000,0,0,1500,2000,3,2,0,0,0
2335,6,D,35412,1156,0,0,1,2500,2500,2000,3000,0,0,2000,3000,3,2,0,0,0
2336,2,D,35412,1156,0,0,2,2500,1900,2000,3000,0,0,2000,3000,3,2,0,0,0
2337,1,D,35412,1156,0,0,3,2500,1600,2000,3000,0,0,2000,3000,3,2,0,0,0
2338,2,D,35412,1157,0,0,1,270,200,200,300,0,0,200,300,3,2,0,0,0
2339,1,D,35412,1157,0,0,2,270,160,200,300,0,0,200,300,3,2,0,0,0
2340,2,D,35412,1158,0,0,1,850,850,500,750,0,0,500,750,3,2,0,0,0
2341,1,D,35412,1158,0,0,2,850,700,500,750,0,0,500,750,3,2,0,0,0
2342,1,D,35412,1159,0,0,1,675,600,500,750,0,0,500,750,3,2,0,0,0
2343,2,D,35412,1159,0,0,2,675,575,500,750,0,0,500,750,3,2,0,0,0
2344,2,D,35412,1160,0,0,1,800,725,750,1000,0,0,750,1000,2,2,0,0,0
2345,1,D,35412,1160,0,0,2,800,600,750,1000,0,0,750,1000,2,2,0,0,0
2346,1,D,35412,1161,0,0,1,1050,450,750,1000,0,0,750,1000,3,2,0,0,0
2347,1,D,35412,1162,0,0,1,950,380,500,750,0,0,500,750,3,2,0,0,0
2348,2,D,35412,1164,0,0,1,600,750,500,750,0,0,500,750,3,2,0,0,0
2349,1,D,35412,1164,0,0,2,600,500,500,750,0,0,500,750,3,2,0,0,0
2350,1,D,35412,1165,0,0,1,1100,650,400,500,0,0,400,500,2,2,0,0,0
2351,2,D,35412,1165,0,0,2,1100,600,400,500,0,0,400,500,2,2,0,0,0
2352,6,D,35412,1166,0,0,1,1050,1100,750,1000,0,0,750,1000,3,3,0,0,0
2353,2,D,35412,1166,0,0,2,1050,950,750,1000,0,0,750,1000,3,3,0,0,0
2354,1,D,35412,1166,0,0,3,1050,750,750,1000,0,0,750,1000,3,3,0,0,0
2355,6,D,35412,1167,0,0,1,2800,3400,1000,1500,0,0,1000,1500,3,2,0,0,0
2356,4,D,35412,1167,0,0,2,2800,1900,1000,1500,0,0,1000,1500,3,2,0,0,0
2357,1,D,35412,1167,0,0,3,2800,1700,1000,1500,0,0,1000,1500,3,2,0,0,0
2358,2,D,35412,1167,0,0,4,2800,1350,1000,1500,0,0,1000,1500,3,2,0,0,0
2359,1,D,35412,1168,0,0,1,400,480,400,500,0,0,400,500,3,2,0,0,0
2360,1,D,35412,1169,200,-200,1,1800,2700,1500,2000,0,0,1500,2000,3,2,0,0,0
2361,6,D,35412,1169,200,200,2,1800,2200,1500,2000,0,0,1500,2000,3,2,0,0,0
2362,2,D,35412,1169,0,0,3,1800,1350,1500,2000,0,0,1500,2000,3,2,0,0,0
2363,2,D,35412,1170,0,0,1,1100,1100,500,750,0,0,500,750,3,2,0,0,0
2364,1,D,35412,1170,0,0,2,1100,800,500,750,0,0,500,750,3,2,0,0,0
2365,2,D,35412,1171,87.5,-87.5,1,525,750,300,400,0,0,300,400,6,6,0,0,0
2366,1,D,35412,1171,87.5,87.5,2,525,700,300,400,0,0,300,400,6,6,0,0,0
2367,1,D,35412,1172,0,0,1,550,550,500,750,0,0,500,750,3,2,0,0,0
2368,2,D,35412,1172,0,0,2,550,475,500,750,0,0,500,750,3,2,0,0,0
2369,5,D,35412,1173,0,0,1,900,900,500,750,0,0,500,750,3,2,0,0,0
2370,1,D,35412,1175,0,0,1,1600,1500,1500,2000,0,0,1500,2000,3,2,0,0,0
2371,6,D,35412,1175,0,0,2,1600,1100,1500,2000,0,0,1500,2000,3,2,0,0,0
2372,4,D,35412,1175,0,0,3,1600,850,1500,2000,0,0,1500,2000,3,2,0,0,0
2373,1,D,35412,1176,0,0,1,140,180,150,200,0,0,150,200,3,2,0,0,0
2374,6,D,35412,1177,425,-425,1,550,1500,750,1000,0,0,750,1000,0,0,1,0,0
2375,1,D,35412,1177,425,425,2,550,1400,750,1000,0,0,750,1000,0,0,1,0,0
2376,1,D,35412,1178,200,-200,1,900,2100,500,750,0,0,500,750,3,2,0,0,0
2377,4,D,35412,1178,187.5,187.5,2,900,1300,500,750,0,0,500,750,3,2,0,0,0
2378,2,D,35412,1178,12.5,12.5,3,900,950,500,750,0,0,500,750,3,2,0,0,0
2379,6,D,35412,1178,0,0,4,900,800,500,750,0,0,500,750,3,2,0,0,0
2380,6,D,35412,1179,300,-300,1,1700,3800,1000,1500,0,0,1000,1500,3,2,0,0,0
2381,1,D,35412,1179,175,175,2,1700,2300,1000,1500,0,0,1000,1500,3,2,0,0,0
2382,4,D,35412,1179,125,125,3,1700,2200,1000,1500,0,0,1000,1500,3,2,0,0,0
2383,2,D,35412,1179,0,0,4,1700,1650,1000,1500,0,0,1000,1500,3,2,0,0,0
2384,4,D,35412,1180,0,0,1,2600,2500,1000,1500,0,0,1000,1500,3,2,0,0,0
2385,2,D,35412,1180,0,0,2,2600,2050,1000,1500,0,0,1000,1500,3,2,0,0,0
2386,1,D,35412,1180,0,0,3,2600,1700,1000,1500,0,0,1000,1500,3,2,0,0,0
2387,4,D,35412,1181,0,0,1,750,625,0,0,1050.679732,1,1050.679732,1050.679732,2,2,0,0,0
2388,2,D,35412,1181,0,0,2,750,600,0,0,1050.679732,1,1050.679732,1050.679732,2,2,0,0,0
2389,4,D,35412,1182,0,0,1,1800,1800,500,700,0,0,500,700,3,2,0,0,0
2390,1,D,35412,1182,0,0,2,1800,525,500,700,0,0,500,700,3,2,0,0,0
2391,2,D,35412,1182,0,0,3,1800,350,500,700,0,0,500,700,3,2,0,0,0
2392,4,D,35412,1183,0,0,1,2000,2800,750,1000,0,0,750,1000,0,0,1,0,0
2393,1,D,35412,1183,0,0,2,2000,1100,750,1000,0,0,750,1000,0,0,1,0,0
2394,4,D,35412,1184,0,0,1,1000,950,500,750,0,0,500,750,0,0,1,0,0
2395,1,D,35412,1184,0,0,2,1000,480,500,750,0,0,500,750,0,0,1,0,0
2396,1,D,35412,1185,0,0,1,525,625,500,750,0,0,500,750,0,0,1,0,0
2397,4,D,35412,1186,12.5,-12.5,1,575,675,400,500,0,0,400,500,3,2,0,0,0
2398,1,D,35412,1186,12.5,12.5,2,575,600,400,500,0,0,400,500,3,2,0,0,0
2399,6,D,35412,1186,0,0,3,575,500,400,500,0,0,400,500,3,2,0,0,0
2400,2,D,35412,1186,0,0,4,575,475,400,500,0,0,400,500,3,2,0,0,0
2401,6,D,35412,1187,125,-125,1,600,1000,500,750,0,0,500,750,6,6,0,0,0
2402,1,D,35412,1187,125,125,2,600,850,500,750,0,0,500,750,6,6,0,0,0
2403,6,D,35412,1188,0,0,1,1250,1200,1000,1500,0,0,1000,1500,3,2,0,0,0
2404,1,D,35412,1188,0,0,2,1250,900,1000,1500,0,0,1000,1500,3,2,0,0,0
2405,1,D,35412,1189,0,0,1,250,240,300,400,0,0,300,400,3,2,0,0,0
2406,1,D,35412,1190,0,0,1,240,160,200,300,0,0,200,300,3,2,0,0,0
2407,2,D,35412,1191,0,0,1,675,650,750,1000,0,0,750,1000,2,2,0,0,0
2408,2,D,35412,1192,0,0,1,1150,950,750,1000,0,0,750,1000,3,2,0,0,0
2409,4,D,35412,1192,0,0,2,1150,850,750,1000,0,0,750,1000,3,2,0,0,0
2410,1,D,35412,1192,0,0,3,1150,825,750,1000,0,0,750,1000,3,2,0,0,0
2411,4,D,35412,1193,0,0,1,450,450,300,400,0,0,300,400,3,2,0,0,0
2412,1,D,35412,1193,0,0,2,450,200,300,400,0,0,300,400,3,2,0,0,0
2413,6,D,35412,1194,0,0,1,750,700,500,750,0,0,500,750,3,2,0,0,0
2414,1,D,35412,1194,0,0,2,750,650,500,750,0,0,500,750,3,2,0,0,0
2415,1,D,35412,1195,0,0,1,260,320,200,300,0,0,200,300,3,2,0,0,0
2416,4,D,35412,1196,0,0,1,1050,1250,400,500,0,0,400,500,3,2,0,0,0
2417,6,D,35412,1196,0,0,2,1050,1000,400,500,0,0,400,500,3,2,0,0,0
2418,1,D,35412,1196,0,0,3,1050,750,400,500,0,0,400,500,3,2,0,0,0
2419,1,D,35412,1197,0,0,1,2100,1350,1000,1500,0,0,1000,1500,3,2,0,0,0
2420,4,D,35412,1197,0,0,2,2100,1100,1000,1500,0,0,1000,1500,3,2,0,0,0
2421,6,D,35412,1197,0,0,3,2100,700,1000,1500,0,0,1000,1500,3,2,0,0,0
2422,1,D,35412,1198,0,0,1,150,150,100,150,0,0,100,150,2,2,0,0,0
2423,6,D,35412,1199,0,0,1,5500,6800,3000,4000,0,0,3000,4000,3,2,0,0,0
2424,1,D,35412,1199,0,0,2,5500,4000,3000,4000,0,0,3000,4000,3,2,0,0,0
